date,VND,demand,supply
2022-12-19,38.80,1534,2739
2022-12-16,38.90,1749,1696
2022-12-15,39.00,1885,2160
2022-12-14,38.80,1058,1567
2022-12-13,38.70,1638,1798
2022-12-12,38.10,1657,2336
2022-09-12,39.20,3295,1778
2022-08-12,39.00,2658,2760
2022-07-12,39.00,2120,1527
2022-06-12,39.10,3751,2143
2022-05-12,41.25,2482,2771
2022-02-12,41.20,2579,1883
2022-01-12,39.00,2589,2744
2022-11-30,41.10,1703,3522
2022-11-29,41.00,2641,2989
2022-11-28,39.50,2466,3448
2022-11-25,40.00,1733,3581
2022-11-24,38.00,1881,2494
2022-11-23,37.40,2641,3790
2022-11-22,36.45,2377,3004
2022-11-21,35.50,1512,1773
2022-11-18,35.95,2193,2024
2022-11-17,35.65,1843,3001
2022-11-16,35.70,2150,1553
2022-11-15,33.40,3120,1768
2022-11-14,35.90,1770,2400
2022-11-11,36.00,1585,2900
2022-10-11,34.70,2701,2214
2022-09-11,36.15,3545,4876
2022-08-11,34.90,2193,3193
2022-07-11,33.30,1595,1609
2022-04-11,33.30,3275,2426
2022-03-11,33.00,1888,1088
2022-02-11,33.70,1670,1225
2022-01-11,34.05,1633,1695
2022-10-31,34.55,1961,1841
2022-10-28,33.80,4068,2538
2022-10-27,33.90,1582,1984
2022-10-26,31.70,2011,1096
2022-10-25,31.30,1535,1249
2022-10-24,30.35,1281,897
2022-10-21,32.60,1014,1104
2022-10-20,33.15,1181,1632
2022-10-19,33.00,817,1188
2022-10-18,32.80,924,1324
2022-10-17,32.70,1352,1010
2022-10-14,33.00,1159,1788
2022-10-13,32.45,1309,1807
2022-12-10,30.45,1106,1400
2022-11-10,28.50,1108,1229
2022-10-10,30.00,1418,1181
2022-07-10,29.20,2058,1416
2022-06-10,31.00,986,985
2022-05-10,31.80,968,1084
2022-04-10,31.00,1603,1193
2022-03-10,31.55,1878,1611
2022-09-30,33.90,2144,1073
2022-09-29,33.50,850,1185
2022-09-28,33.50,888,1021
2022-09-27,33.70,983,945
2022-09-26,33.40,2987,1235
2022-09-23,34.75,1159,886
2022-09-22,35.15,1051,760
2022-09-21,34.75,814,735
2022-09-20,35.15,1547,1184
2022-09-19,34.20,1955,1147
2022-09-16,35.50,1581,1055
2022-09-15,35.75,2224,1249
2022-09-14,36.50,1902,859
2022-09-13,36.80,1307,827
2022-12-09,36.90,1073,948
2022-09-09,37.00,1718,960
2022-08-09,36.70,2779,1582
2022-07-09,37.80,3068,1584
2022-06-09,40.05,1565,2285
2022-05-09,39.50,1294,1067
2022-08-31,40.00,1404,2130
2022-08-30,39.80,1647,2691
2022-08-29,39.00,1887,1258
2022-08-26,39.40,1417,2675
2022-08-25,39.30,1472,1405
2022-08-24,39.30,1139,1157
2022-08-23,39.50,1498,1111
2022-08-22,38.45,1947,1212
2022-08-19,39.35,1537,1190
2022-08-18,39.60,2002,1556
2022-08-17,40.00,1737,1447
2022-08-16,40.50,1244,1735
2022-08-15,41.00,2272,4020
2022-12-08,39.20,1616,1159
2022-11-08,38.30,1414,1899
2022-10-08,38.40,1266,1040
2022-09-08,38.65,1333,1591
2022-08-08,38.80,1451,1302
2022-05-08,39.00,1869,1413
2022-04-08,39.30,2087,2352
2022-03-08,39.30,1845,2477
2022-02-08,38.50,1853,2463
2022-01-08,39.00,2373,3140
2022-07-29,37.30,2571,3891
2022-07-28,36.50,1533,2395
2022-07-27,35.55,1293,719
2022-07-26,35.55,845,1074
2022-07-25,35.40,2074,1030
2022-07-22,35.50,1385,1345
2022-07-21,36.50,1045,2158
2022-07-20,36.40,1261,2138
2022-07-19,35.65,1359,1003
2022-07-18,35.50,1141,1063
2022-07-15,35.80,1726,2069
2022-07-14,36.15,1178,2093
2022-07-13,36.05,1819,2449
2022-12-07,36.40,1465,1496
2022-11-07,34.50,2305,1166
2022-08-07,35.00,2517,1166
2022-07-07,36.30,1894,1572
2022-06-07,35.60,2121,1862
2022-05-07,36.30,2352,4104
2022-04-07,35.05,1472,2133
2022-01-07,35.05,2479,2282
2022-06-30,33.50,906,1678
2022-06-29,34.90,2168,2860
2022-06-28,33.65,1431,2424
2022-06-27,31.75,791,999
2022-06-24,31.20,1218,1532
2022-06-23,31.00,780,761
2022-06-22,30.50,1572,971
2022-06-21,30.30,1268,1133
2022-06-20,29.50,1110,962
2022-06-17,31.60,1920,1124
2022-06-16,32.30,910,1100
2022-06-15,32.00,1575,863
2022-06-14,32.30,1293,922
2022-06-13,31.95,1859,1158
2022-10-06,33.80,1190,845
2022-09-06,34.50,638,822
2022-08-06,34.30,1013,1342
2022-07-06,33.60,1525,1043
2022-06-06,34.20,1094,1050
2022-03-06,34.35,926,716
2022-02-06,34.70,966,980
2022-01-06,35.15,1030,1106
2022-05-31,35.30,1210,933
2022-05-30,35.75,938,1501
2022-05-27,35.30,1024,1198
2022-05-26,35.10,1014,1718
2022-05-25,34.90,1363,1710
2022-05-24,33.75,919,877
2022-05-23,33.35,1442,874
2022-05-20,34.50,1295,1114
2022-05-19,34.65,1210,982
2022-05-18,34.90,1224,1639
2022-05-17,34.45,1160,1242
2022-05-16,32.20,1439,1349
2022-05-13,31.80,2262,1771
2022-12-05,33.60,2397,1382
2022-11-05,36.10,1234,862
2022-10-05,35.80,1746,1260
2022-09-05,34.45,2269,1320
2022-06-05,37.00,1600,1169
2022-05-05,38.20,1117,1810
2022-04-05,37.25,1247,1315
2022-04-29,37.25,1158,1560
2022-04-28,36.70,1486,950
2022-04-27,37.20,1336,1102
2022-04-26,36.90,2162,1994
2022-04-25,35.85,2940,1677
2022-04-22,38.50,2462,1694
2022-04-21,38.50,1925,1846
2022-04-20,37.95,1620,1563
2022-04-19,37.95,2049,1938
2022-04-18,37.95,2892,1831
2022-04-15,39.30,2405,1759
2022-04-14,40.50,1994,1233
2022-04-13,40.90,2548,1711
2022-12-04,40.45,4215,1695
2022-08-04,41.90,3686,1496
2022-07-04,43.05,1966,3500
2022-06-04,43.50,3054,2508
2022-05-04,43.30,2834,2379
2022-04-04,44.25,1530,2977
2022-01-04,44.35,2135,4409
2022-03-31,43.50,1141,2736
2022-03-30,43.55,2097,4410
2022-03-29,42.40,2015,1399
2022-03-28,41.60,4649,1788
2022-03-25,43.45,1962,1941
2022-03-24,43.10,1840,1267
2022-03-23,43.40,2192,2476
2022-03-22,43.50,2635,4473
2022-03-21,43.80,1558,1937
2022-03-18,43.90,1966,3913
2022-03-17,43.50,3138,4273
2022-03-16,41.60,1977,1859
2022-03-15,42.10,1399,2417
2022-03-14,41.30,1519,1694
2022-11-03,41.85,1252,1612
2022-10-03,40.95,1614,1616
2022-09-03,40.50,3014,1607
2022-08-03,41.60,2829,1911
2022-07-03,42.25,2389,1585
2022-04-03,43.30,2097,1926
2022-03-03,42.80,3229,2350
2022-02-03,42.45,4473,2461
2022-01-03,44.10,2120,2338
2022-02-28,43.70,3116,2175
2022-02-25,44.55,2065,1799
2022-02-24,44.60,4691,2278
2022-02-23,45.60,3197,2996
2022-02-22,46.00,2032,1928
2022-02-21,45.25,4102,2703
2022-02-18,44.70,3479,1577
2022-02-17,46.00,1903,1587
2022-02-16,45.15,3475,1522
2022-02-15,46.20,2783,2698
2022-02-14,44.75,6605,3090
2022-11-02,47.90,1983,1578
2022-10-02,48.40,1769,2492
2022-09-02,48.40,4189,3277
2022-08-02,47.35,2653,1949
2022-07-02,47.40,2737,2076
2022-01-28,47.95,2050,2700
2022-01-27,47.60,2072,1912
2022-01-26,48.10,3266,3429
2022-01-25,49.00,2859,3076
2022-01-24,46.90,2570,3308
2022-01-21,47.35,3482,4089
2022-01-20,46.70,3916,3987
2022-01-19,43.65,2855,2409
2022-01-18,44.90,3502,3718
2022-01-17,43.65,4879,5328
2022-01-14,44.25,2301,3594
2022-01-13,44.00,5631,5330
